pattern,rule,width,steps,noise,trial,noiseSeed,firstMismatch,finalMatch,finalPopulation,finalHamming
block,B3/S23,64,96,0,0,block:noise:0,,true,4,0
block,B3/S23,64,96,0,1,block:noise:1,,true,4,0
block,B3/S23,64,96,0,2,block:noise:2,,true,4,0
block,B3/S23,64,96,0,3,block:noise:3,,true,4,0
block,B3/S23,64,96,0,4,block:noise:4,,true,4,0
block,B3/S23,64,96,0,5,block:noise:5,,true,4,0
block,B3/S23,64,96,0,6,block:noise:6,,true,4,0
block,B3/S23,64,96,0,7,block:noise:7,,true,4,0
block,B3/S23,64,96,0,8,block:noise:8,,true,4,0
block,B3/S23,64,96,0,9,block:noise:9,,true,4,0
block,B3/S23,64,96,0,10,block:noise:10,,true,4,0
block,B3/S23,64,96,0,11,block:noise:11,,true,4,0
block,B3/S23,64,96,0,12,block:noise:12,,true,4,0
block,B3/S23,64,96,0,13,block:noise:13,,true,4,0
block,B3/S23,64,96,0,14,block:noise:14,,true,4,0
block,B3/S23,64,96,0,15,block:noise:15,,true,4,0
block,B3/S23,64,96,0,16,block:noise:16,,true,4,0
block,B3/S23,64,96,0,17,block:noise:17,,true,4,0
block,B3/S23,64,96,0,18,block:noise:18,,true,4,0
block,B3/S23,64,96,0,19,block:noise:19,,true,4,0
block,B3/S23,64,96,0,20,block:noise:20,,true,4,0
block,B3/S23,64,96,0,21,block:noise:21,,true,4,0
block,B3/S23,64,96,0,22,block:noise:22,,true,4,0
block,B3/S23,64,96,0,23,block:noise:23,,true,4,0
block,B3/S23,64,96,0,24,block:noise:24,,true,4,0
block,B3/S23,64,96,0,25,block:noise:25,,true,4,0
block,B3/S23,64,96,0,26,block:noise:26,,true,4,0
block,B3/S23,64,96,0,27,block:noise:27,,true,4,0
block,B3/S23,64,96,0,28,block:noise:28,,true,4,0
block,B3/S23,64,96,0,29,block:noise:29,,true,4,0
block,B3/S23,64,96,0,30,block:noise:30,,true,4,0
block,B3/S23,64,96,0,31,block:noise:31,,true,4,0
block,B3/S23,64,96,0,32,block:noise:32,,true,4,0
block,B3/S23,64,96,0,33,block:noise:33,,true,4,0
block,B3/S23,64,96,0,34,block:noise:34,,true,4,0
block,B3/S23,64,96,0,35,block:noise:35,,true,4,0
block,B3/S23,64,96,0,36,block:noise:36,,true,4,0
block,B3/S23,64,96,0,37,block:noise:37,,true,4,0
block,B3/S23,64,96,0,38,block:noise:38,,true,4,0
block,B3/S23,64,96,0,39,block:noise:39,,true,4,0
block,B3/S23,64,96,0.0001,0,block:noise:0,,true,5,0.000244140625
block,B3/S23,64,96,0.0001,1,block:noise:1,,true,4,0
block,B3/S23,64,96,0.0001,2,block:noise:2,,true,4,0
block,B3/S23,64,96,0.0001,3,block:noise:3,,true,4,0
block,B3/S23,64,96,0.0001,4,block:noise:4,5,false,81,0.019775390625
block,B3/S23,64,96,0.0001,5,block:noise:5,8,false,0,0.0009765625
block,B3/S23,64,96,0.0001,6,block:noise:6,,true,4,0
block,B3/S23,64,96,0.0001,7,block:noise:7,,true,4,0
block,B3/S23,64,96,0.0001,8,block:noise:8,,true,7,0.000732421875
block,B3/S23,64,96,0.0001,9,block:noise:9,,true,4,0
block,B3/S23,64,96,0.0001,10,block:noise:10,,true,5,0.000244140625
block,B3/S23,64,96,0.0001,11,block:noise:11,7,false,0,0.0009765625
block,B3/S23,64,96,0.0001,12,block:noise:12,,true,6,0.00048828125
block,B3/S23,64,96,0.0001,13,block:noise:13,,true,4,0
block,B3/S23,64,96,0.0001,14,block:noise:14,63,false,0,0.0009765625
block,B3/S23,64,96,0.0001,15,block:noise:15,,true,5,0.000244140625
block,B3/S23,64,96,0.0001,16,block:noise:16,,true,4,0
block,B3/S23,64,96,0.0001,17,block:noise:17,,true,6,0.00048828125
block,B3/S23,64,96,0.0001,18,block:noise:18,,true,4,0
block,B3/S23,64,96,0.0001,19,block:noise:19,,true,5,0.000244140625
block,B3/S23,64,96,0.0001,20,block:noise:20,,true,5,0.000244140625
block,B3/S23,64,96,0.0001,21,block:noise:21,,true,6,0.00048828125
block,B3/S23,64,96,0.0001,22,block:noise:22,,true,4,0
block,B3/S23,64,96,0.0001,23,block:noise:23,,true,4,0
block,B3/S23,64,96,0.0001,24,block:noise:24,,true,4,0
block,B3/S23,64,96,0.0001,25,block:noise:25,,true,4,0
block,B3/S23,64,96,0.0001,26,block:noise:26,,true,5,0.000244140625
block,B3/S23,64,96,0.0001,27,block:noise:27,,true,4,0
block,B3/S23,64,96,0.0001,28,block:noise:28,,true,4,0
block,B3/S23,64,96,0.0001,29,block:noise:29,77,false,0,0.0009765625
block,B3/S23,64,96,0.0001,30,block:noise:30,,true,4,0
block,B3/S23,64,96,0.0001,31,block:noise:31,,true,4,0
block,B3/S23,64,96,0.0001,32,block:noise:32,59,false,7,0.001708984375
block,B3/S23,64,96,0.0001,33,block:noise:33,,true,4,0
block,B3/S23,64,96,0.0001,34,block:noise:34,,true,6,0.00048828125
block,B3/S23,64,96,0.0001,35,block:noise:35,,true,4,0
block,B3/S23,64,96,0.0001,36,block:noise:36,66,true,5,0.000244140625
block,B3/S23,64,96,0.0001,37,block:noise:37,,true,5,0.000244140625
block,B3/S23,64,96,0.0001,38,block:noise:38,,true,4,0
block,B3/S23,64,96,0.0001,39,block:noise:39,,true,4,0
block,B3/S23,64,96,0.0005,0,block:noise:0,,true,7,0.000732421875
block,B3/S23,64,96,0.0005,1,block:noise:1,,true,5,0.000244140625
block,B3/S23,64,96,0.0005,2,block:noise:2,35,false,7,0.001708984375
block,B3/S23,64,96,0.0005,3,block:noise:3,62,false,7,0.001220703125
block,B3/S23,64,96,0.0005,4,block:noise:4,5,false,13,0.004150390625
block,B3/S23,64,96,0.0005,5,block:noise:5,8,false,0,0.0009765625
block,B3/S23,64,96,0.0005,6,block:noise:6,48,false,2,0.00146484375
block,B3/S23,64,96,0.0005,7,block:noise:7,46,false,7,0.001708984375
block,B3/S23,64,96,0.0005,8,block:noise:8,64,false,4,0.001953125
block,B3/S23,64,96,0.0005,9,block:noise:9,44,false,4,0.001953125
block,B3/S23,64,96,0.0005,10,block:noise:10,30,false,4,0.001953125
block,B3/S23,64,96,0.0005,11,block:noise:11,7,false,3,0.001708984375
block,B3/S23,64,96,0.0005,12,block:noise:12,19,false,11,0.003662109375
block,B3/S23,64,96,0.0005,13,block:noise:13,58,false,3,0.001708984375
block,B3/S23,64,96,0.0005,14,block:noise:14,63,false,2,0.00146484375
block,B3/S23,64,96,0.0005,15,block:noise:15,,true,8,0.0009765625
block,B3/S23,64,96,0.0005,16,block:noise:16,17,false,0,0.0009765625
block,B3/S23,64,96,0.0005,17,block:noise:17,,true,10,0.00146484375
block,B3/S23,64,96,0.0005,18,block:noise:18,,true,5,0.000244140625
block,B3/S23,64,96,0.0005,19,block:noise:19,2,false,2,0.00146484375
block,B3/S23,64,96,0.0005,20,block:noise:20,,true,6,0.00048828125
block,B3/S23,64,96,0.0005,21,block:noise:21,22,false,4,0.001953125
block,B3/S23,64,96,0.0005,22,block:noise:22,36,false,2,0.00146484375
block,B3/S23,64,96,0.0005,23,block:noise:23,29,false,7,0.001708984375
block,B3/S23,64,96,0.0005,24,block:noise:24,54,false,0,0.0009765625
block,B3/S23,64,96,0.0005,25,block:noise:25,,true,4,0
block,B3/S23,64,96,0.0005,26,block:noise:26,,true,7,0.000732421875
block,B3/S23,64,96,0.0005,27,block:noise:27,10,false,6,0.0009765625
block,B3/S23,64,96,0.0005,28,block:noise:28,,true,7,0.000732421875
block,B3/S23,64,96,0.0005,29,block:noise:29,77,false,3,0.001708984375
block,B3/S23,64,96,0.0005,30,block:noise:30,4,false,0,0.0009765625
block,B3/S23,64,96,0.0005,31,block:noise:31,48,false,9,0.002197265625
block,B3/S23,64,96,0.0005,32,block:noise:32,49,false,1,0.001220703125
block,B3/S23,64,96,0.0005,33,block:noise:33,33,true,7,0.000732421875
block,B3/S23,64,96,0.0005,34,block:noise:34,18,false,2,0.00146484375
block,B3/S23,64,96,0.0005,35,block:noise:35,29,false,0,0.0009765625
block,B3/S23,64,96,0.0005,36,block:noise:36,37,false,4,0.001953125
block,B3/S23,64,96,0.0005,37,block:noise:37,45,false,1,0.001220703125
block,B3/S23,64,96,0.0005,38,block:noise:38,10,false,1,0.001220703125
block,B3/S23,64,96,0.0005,39,block:noise:39,14,false,1,0.001220703125
block,B3/S23,64,96,0.001,0,block:noise:0,11,false,3,0.001708984375
block,B3/S23,64,96,0.001,1,block:noise:1,75,false,6,0.0009765625
block,B3/S23,64,96,0.001,2,block:noise:2,35,false,41,0.010986328125
block,B3/S23,64,96,0.001,3,block:noise:3,62,false,8,0.00146484375
block,B3/S23,64,96,0.001,4,block:noise:4,5,false,24,0.0068359375
block,B3/S23,64,96,0.001,5,block:noise:5,8,false,28,0.0078125
block,B3/S23,64,96,0.001,6,block:noise:6,39,false,34,0.0087890625
block,B3/S23,64,96,0.001,7,block:noise:7,32,false,39,0.010009765625
block,B3/S23,64,96,0.001,8,block:noise:8,20,false,6,0.00244140625
block,B3/S23,64,96,0.001,9,block:noise:9,44,false,13,0.004150390625
block,B3/S23,64,96,0.001,10,block:noise:10,30,false,5,0.002197265625
block,B3/S23,64,96,0.001,11,block:noise:11,7,false,6,0.00244140625
block,B3/S23,64,96,0.001,12,block:noise:12,19,false,7,0.002685546875
block,B3/S23,64,96,0.001,13,block:noise:13,58,false,8,0.0029296875
block,B3/S23,64,96,0.001,14,block:noise:14,63,false,2,0.00146484375
block,B3/S23,64,96,0.001,15,block:noise:15,57,false,7,0.002685546875
block,B3/S23,64,96,0.001,16,block:noise:16,8,false,3,0.001708984375
block,B3/S23,64,96,0.001,17,block:noise:17,65,false,13,0.002685546875
block,B3/S23,64,96,0.001,18,block:noise:18,55,false,2,0.00146484375
block,B3/S23,64,96,0.001,19,block:noise:19,2,false,5,0.002197265625
block,B3/S23,64,96,0.001,20,block:noise:20,,true,6,0.00048828125
block,B3/S23,64,96,0.001,21,block:noise:21,13,false,7,0.002685546875
block,B3/S23,64,96,0.001,22,block:noise:22,36,false,7,0.002685546875
block,B3/S23,64,96,0.001,23,block:noise:23,14,false,1,0.001220703125
block,B3/S23,64,96,0.001,24,block:noise:24,45,false,7,0.002685546875
block,B3/S23,64,96,0.001,25,block:noise:25,,true,5,0.000244140625
block,B3/S23,64,96,0.001,26,block:noise:26,58,false,4,0.001953125
block,B3/S23,64,96,0.001,27,block:noise:27,10,false,10,0.0029296875
block,B3/S23,64,96,0.001,28,block:noise:28,,true,10,0.00146484375
block,B3/S23,64,96,0.001,29,block:noise:29,12,false,38,0.009765625
block,B3/S23,64,96,0.001,30,block:noise:30,4,false,2,0.00146484375
block,B3/S23,64,96,0.001,31,block:noise:31,48,false,9,0.002197265625
block,B3/S23,64,96,0.001,32,block:noise:32,24,false,3,0.001708984375
block,B3/S23,64,96,0.001,33,block:noise:33,23,false,4,0.001953125
block,B3/S23,64,96,0.001,34,block:noise:34,18,false,3,0.001708984375
block,B3/S23,64,96,0.001,35,block:noise:35,29,false,4,0.001953125
block,B3/S23,64,96,0.001,36,block:noise:36,37,false,6,0.00244140625
block,B3/S23,64,96,0.001,37,block:noise:37,44,false,2,0.00146484375
block,B3/S23,64,96,0.001,38,block:noise:38,10,false,3,0.001708984375
block,B3/S23,64,96,0.001,39,block:noise:39,13,false,3,0.001708984375
block,B3/S23,64,96,0.005,0,block:noise:0,8,false,13,0.004150390625
block,B3/S23,64,96,0.005,1,block:noise:1,4,false,17,0.005126953125
block,B3/S23,64,96,0.005,2,block:noise:2,11,false,23,0.006591796875
block,B3/S23,64,96,0.005,3,block:noise:3,7,false,18,0.00537109375
block,B3/S23,64,96,0.005,4,block:noise:4,5,false,47,0.012451171875
block,B3/S23,64,96,0.005,5,block:noise:5,2,false,89,0.022705078125
block,B3/S23,64,96,0.005,6,block:noise:6,6,false,52,0.01318359375
block,B3/S23,64,96,0.005,7,block:noise:7,9,false,19,0.005615234375
block,B3/S23,64,96,0.005,8,block:noise:8,2,false,21,0.006103515625
block,B3/S23,64,96,0.005,9,block:noise:9,7,false,33,0.009033203125
block,B3/S23,64,96,0.005,10,block:noise:10,14,false,25,0.007080078125
block,B3/S23,64,96,0.005,11,block:noise:11,7,false,20,0.005859375
block,B3/S23,64,96,0.005,12,block:noise:12,11,false,116,0.029296875
block,B3/S23,64,96,0.005,13,block:noise:13,6,false,21,0.005615234375
block,B3/S23,64,96,0.005,14,block:noise:14,4,false,14,0.00439453125
block,B3/S23,64,96,0.005,15,block:noise:15,1,false,51,0.013427734375
block,B3/S23,64,96,0.005,16,block:noise:16,8,false,15,0.004638671875
block,B3/S23,64,96,0.005,17,block:noise:17,5,false,82,0.01953125
block,B3/S23,64,96,0.005,18,block:noise:18,2,false,19,0.005615234375
block,B3/S23,64,96,0.005,19,block:noise:19,2,false,91,0.023193359375
block,B3/S23,64,96,0.005,20,block:noise:20,3,false,17,0.005126953125
block,B3/S23,64,96,0.005,21,block:noise:21,4,false,58,0.01513671875
block,B3/S23,64,96,0.005,22,block:noise:22,9,false,18,0.00537109375
block,B3/S23,64,96,0.005,23,block:noise:23,2,false,19,0.005615234375
block,B3/S23,64,96,0.005,24,block:noise:24,11,false,21,0.006103515625
block,B3/S23,64,96,0.005,25,block:noise:25,19,false,14,0.00439453125
block,B3/S23,64,96,0.005,26,block:noise:26,1,false,12,0.00390625
block,B3/S23,64,96,0.005,27,block:noise:27,10,false,94,0.02392578125
block,B3/S23,64,96,0.005,28,block:noise:28,11,false,24,0.0068359375
block,B3/S23,64,96,0.005,29,block:noise:29,12,false,27,0.007568359375
block,B3/S23,64,96,0.005,30,block:noise:30,4,false,75,0.019287109375
block,B3/S23,64,96,0.005,31,block:noise:31,4,false,120,0.029296875
block,B3/S23,64,96,0.005,32,block:noise:32,8,false,17,0.005126953125
block,B3/S23,64,96,0.005,33,block:noise:33,2,false,22,0.00634765625
block,B3/S23,64,96,0.005,34,block:noise:34,2,false,16,0.0048828125
block,B3/S23,64,96,0.005,35,block:noise:35,11,false,53,0.013916015625
block,B3/S23,64,96,0.005,36,block:noise:36,5,false,27,0.007568359375
block,B3/S23,64,96,0.005,37,block:noise:37,15,false,16,0.0048828125
block,B3/S23,64,96,0.005,38,block:noise:38,4,false,58,0.01513671875
block,B3/S23,64,96,0.005,39,block:noise:39,2,false,22,0.00634765625
block,B3/S23,64,96,0.01,0,block:noise:0,8,false,41,0.010986328125
block,B3/S23,64,96,0.01,1,block:noise:1,4,false,36,0.009765625
block,B3/S23,64,96,0.01,2,block:noise:2,4,false,88,0.0224609375
block,B3/S23,64,96,0.01,3,block:noise:3,2,false,35,0.009521484375
block,B3/S23,64,96,0.01,4,block:noise:4,3,false,162,0.0400390625
block,B3/S23,64,96,0.01,5,block:noise:5,2,false,48,0.0126953125
block,B3/S23,64,96,0.01,6,block:noise:6,2,false,70,0.01806640625
block,B3/S23,64,96,0.01,7,block:noise:7,9,false,39,0.010498046875
block,B3/S23,64,96,0.01,8,block:noise:8,2,false,99,0.025146484375
block,B3/S23,64,96,0.01,9,block:noise:9,7,false,44,0.01171875
block,B3/S23,64,96,0.01,10,block:noise:10,2,false,58,0.01513671875
block,B3/S23,64,96,0.01,11,block:noise:11,4,false,134,0.033203125
block,B3/S23,64,96,0.01,12,block:noise:12,11,false,165,0.040771484375
block,B3/S23,64,96,0.01,13,block:noise:13,5,false,51,0.012939453125
block,B3/S23,64,96,0.01,14,block:noise:14,1,false,81,0.020263671875
block,B3/S23,64,96,0.01,15,block:noise:15,1,false,135,0.032958984375
block,B3/S23,64,96,0.01,16,block:noise:16,4,false,132,0.033203125
block,B3/S23,64,96,0.01,17,block:noise:17,3,false,55,0.014404296875
block,B3/S23,64,96,0.01,18,block:noise:18,2,false,162,0.04052734375
block,B3/S23,64,96,0.01,19,block:noise:19,2,false,75,0.019287109375
block,B3/S23,64,96,0.01,20,block:noise:20,3,false,43,0.011474609375
block,B3/S23,64,96,0.01,21,block:noise:21,2,false,118,0.02880859375
block,B3/S23,64,96,0.01,22,block:noise:22,4,false,124,0.02978515625
block,B3/S23,64,96,0.01,23,block:noise:23,2,false,38,0.01025390625
block,B3/S23,64,96,0.01,24,block:noise:24,3,false,92,0.0234375
block,B3/S23,64,96,0.01,25,block:noise:25,5,false,102,0.02587890625
block,B3/S23,64,96,0.01,26,block:noise:26,1,false,102,0.02587890625
block,B3/S23,64,96,0.01,27,block:noise:27,10,false,59,0.015380859375
block,B3/S23,64,96,0.01,28,block:noise:28,3,false,54,0.01416015625
block,B3/S23,64,96,0.01,29,block:noise:29,11,false,48,0.0126953125
block,B3/S23,64,96,0.01,30,block:noise:30,4,false,54,0.013671875
block,B3/S23,64,96,0.01,31,block:noise:31,4,false,152,0.03759765625
block,B3/S23,64,96,0.01,32,block:noise:32,5,false,147,0.036376953125
block,B3/S23,64,96,0.01,33,block:noise:33,2,false,126,0.03173828125
block,B3/S23,64,96,0.01,34,block:noise:34,2,false,88,0.0224609375
block,B3/S23,64,96,0.01,35,block:noise:35,6,false,79,0.020263671875
block,B3/S23,64,96,0.01,36,block:noise:36,2,false,148,0.03662109375
block,B3/S23,64,96,0.01,37,block:noise:37,8,false,53,0.013916015625
block,B3/S23,64,96,0.01,38,block:noise:38,4,false,58,0.01513671875
block,B3/S23,64,96,0.01,39,block:noise:39,2,false,55,0.014404296875
blinker,B3/S23,64,96,0,0,blinker:noise:0,,true,3,0
blinker,B3/S23,64,96,0,1,blinker:noise:1,,true,3,0
blinker,B3/S23,64,96,0,2,blinker:noise:2,,true,3,0
blinker,B3/S23,64,96,0,3,blinker:noise:3,,true,3,0
blinker,B3/S23,64,96,0,4,blinker:noise:4,,true,3,0
blinker,B3/S23,64,96,0,5,blinker:noise:5,,true,3,0
blinker,B3/S23,64,96,0,6,blinker:noise:6,,true,3,0
blinker,B3/S23,64,96,0,7,blinker:noise:7,,true,3,0
blinker,B3/S23,64,96,0,8,blinker:noise:8,,true,3,0
blinker,B3/S23,64,96,0,9,blinker:noise:9,,true,3,0
blinker,B3/S23,64,96,0,10,blinker:noise:10,,true,3,0
blinker,B3/S23,64,96,0,11,blinker:noise:11,,true,3,0
blinker,B3/S23,64,96,0,12,blinker:noise:12,,true,3,0
blinker,B3/S23,64,96,0,13,blinker:noise:13,,true,3,0
blinker,B3/S23,64,96,0,14,blinker:noise:14,,true,3,0
blinker,B3/S23,64,96,0,15,blinker:noise:15,,true,3,0
blinker,B3/S23,64,96,0,16,blinker:noise:16,,true,3,0
blinker,B3/S23,64,96,0,17,blinker:noise:17,,true,3,0
blinker,B3/S23,64,96,0,18,blinker:noise:18,,true,3,0
blinker,B3/S23,64,96,0,19,blinker:noise:19,,true,3,0
blinker,B3/S23,64,96,0,20,blinker:noise:20,,true,3,0
blinker,B3/S23,64,96,0,21,blinker:noise:21,,true,3,0
blinker,B3/S23,64,96,0,22,blinker:noise:22,,true,3,0
blinker,B3/S23,64,96,0,23,blinker:noise:23,,true,3,0
blinker,B3/S23,64,96,0,24,blinker:noise:24,,true,3,0
blinker,B3/S23,64,96,0,25,blinker:noise:25,,true,3,0
blinker,B3/S23,64,96,0,26,blinker:noise:26,,true,3,0
blinker,B3/S23,64,96,0,27,blinker:noise:27,,true,3,0
blinker,B3/S23,64,96,0,28,blinker:noise:28,,true,3,0
blinker,B3/S23,64,96,0,29,blinker:noise:29,,true,3,0
blinker,B3/S23,64,96,0,30,blinker:noise:30,,true,3,0
blinker,B3/S23,64,96,0,31,blinker:noise:31,,true,3,0
blinker,B3/S23,64,96,0,32,blinker:noise:32,,true,3,0
blinker,B3/S23,64,96,0,33,blinker:noise:33,,true,3,0
blinker,B3/S23,64,96,0,34,blinker:noise:34,,true,3,0
blinker,B3/S23,64,96,0,35,blinker:noise:35,,true,3,0
blinker,B3/S23,64,96,0,36,blinker:noise:36,,true,3,0
blinker,B3/S23,64,96,0,37,blinker:noise:37,,true,3,0
blinker,B3/S23,64,96,0,38,blinker:noise:38,,true,3,0
blinker,B3/S23,64,96,0,39,blinker:noise:39,,true,3,0
blinker,B3/S23,64,96,0.0001,0,blinker:noise:0,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,1,blinker:noise:1,,true,3,0
blinker,B3/S23,64,96,0.0001,2,blinker:noise:2,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,3,blinker:noise:3,14,false,1,0.0009765625
blinker,B3/S23,64,96,0.0001,4,blinker:noise:4,,true,5,0.00048828125
blinker,B3/S23,64,96,0.0001,5,blinker:noise:5,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,6,blinker:noise:6,,true,3,0
blinker,B3/S23,64,96,0.0001,7,blinker:noise:7,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,8,blinker:noise:8,,true,5,0.00048828125
blinker,B3/S23,64,96,0.0001,9,blinker:noise:9,,true,5,0.00048828125
blinker,B3/S23,64,96,0.0001,10,blinker:noise:10,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,11,blinker:noise:11,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,12,blinker:noise:12,,true,3,0
blinker,B3/S23,64,96,0.0001,13,blinker:noise:13,,true,3,0
blinker,B3/S23,64,96,0.0001,14,blinker:noise:14,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,15,blinker:noise:15,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,16,blinker:noise:16,44,false,1,0.0009765625
blinker,B3/S23,64,96,0.0001,17,blinker:noise:17,48,false,2,0.001220703125
blinker,B3/S23,64,96,0.0001,18,blinker:noise:18,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,19,blinker:noise:19,,true,3,0
blinker,B3/S23,64,96,0.0001,20,blinker:noise:20,,true,3,0
blinker,B3/S23,64,96,0.0001,21,blinker:noise:21,,true,3,0
blinker,B3/S23,64,96,0.0001,22,blinker:noise:22,42,false,6,0.001708984375
blinker,B3/S23,64,96,0.0001,23,blinker:noise:23,75,false,9,0.001953125
blinker,B3/S23,64,96,0.0001,24,blinker:noise:24,,true,3,0
blinker,B3/S23,64,96,0.0001,25,blinker:noise:25,,true,3,0
blinker,B3/S23,64,96,0.0001,26,blinker:noise:26,,true,3,0
blinker,B3/S23,64,96,0.0001,27,blinker:noise:27,,true,3,0
blinker,B3/S23,64,96,0.0001,28,blinker:noise:28,34,false,0,0.000732421875
blinker,B3/S23,64,96,0.0001,29,blinker:noise:29,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,30,blinker:noise:30,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,31,blinker:noise:31,,true,3,0
blinker,B3/S23,64,96,0.0001,32,blinker:noise:32,,true,3,0
blinker,B3/S23,64,96,0.0001,33,blinker:noise:33,,true,3,0
blinker,B3/S23,64,96,0.0001,34,blinker:noise:34,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0001,35,blinker:noise:35,,true,3,0
blinker,B3/S23,64,96,0.0001,36,blinker:noise:36,,true,3,0
blinker,B3/S23,64,96,0.0001,37,blinker:noise:37,,true,3,0
blinker,B3/S23,64,96,0.0001,38,blinker:noise:38,,true,3,0
blinker,B3/S23,64,96,0.0001,39,blinker:noise:39,,true,3,0
blinker,B3/S23,64,96,0.0005,0,blinker:noise:0,1,false,3,0.00146484375
blinker,B3/S23,64,96,0.0005,1,blinker:noise:1,,true,5,0.00048828125
blinker,B3/S23,64,96,0.0005,2,blinker:noise:2,12,false,10,0.002685546875
blinker,B3/S23,64,96,0.0005,3,blinker:noise:3,14,false,2,0.001220703125
blinker,B3/S23,64,96,0.0005,4,blinker:noise:4,42,false,2,0.001220703125
blinker,B3/S23,64,96,0.0005,5,blinker:noise:5,,true,8,0.001220703125
blinker,B3/S23,64,96,0.0005,6,blinker:noise:6,,true,6,0.000732421875
blinker,B3/S23,64,96,0.0005,7,blinker:noise:7,11,false,2,0.001220703125
blinker,B3/S23,64,96,0.0005,8,blinker:noise:8,83,false,3,0.00146484375
blinker,B3/S23,64,96,0.0005,9,blinker:noise:9,,true,6,0.000732421875
blinker,B3/S23,64,96,0.0005,10,blinker:noise:10,25,false,1,0.0009765625
blinker,B3/S23,64,96,0.0005,11,blinker:noise:11,28,false,5,0.001953125
blinker,B3/S23,64,96,0.0005,12,blinker:noise:12,24,false,69,0.017578125
blinker,B3/S23,64,96,0.0005,13,blinker:noise:13,25,false,0,0.000732421875
blinker,B3/S23,64,96,0.0005,14,blinker:noise:14,21,false,7,0.00146484375
blinker,B3/S23,64,96,0.0005,15,blinker:noise:15,,true,6,0.000732421875
blinker,B3/S23,64,96,0.0005,16,blinker:noise:16,44,false,2,0.001220703125
blinker,B3/S23,64,96,0.0005,17,blinker:noise:17,44,false,58,0.014892578125
blinker,B3/S23,64,96,0.0005,18,blinker:noise:18,,true,5,0.00048828125
blinker,B3/S23,64,96,0.0005,19,blinker:noise:19,,true,5,0.00048828125
blinker,B3/S23,64,96,0.0005,20,blinker:noise:20,,true,3,0
blinker,B3/S23,64,96,0.0005,21,blinker:noise:21,3,false,16,0.003662109375
blinker,B3/S23,64,96,0.0005,22,blinker:noise:22,42,false,9,0.00244140625
blinker,B3/S23,64,96,0.0005,23,blinker:noise:23,56,false,0,0.000732421875
blinker,B3/S23,64,96,0.0005,24,blinker:noise:24,40,false,0,0.000732421875
blinker,B3/S23,64,96,0.0005,25,blinker:noise:25,22,false,1,0.0009765625
blinker,B3/S23,64,96,0.0005,26,blinker:noise:26,,true,5,0.00048828125
blinker,B3/S23,64,96,0.0005,27,blinker:noise:27,7,false,1,0.0009765625
blinker,B3/S23,64,96,0.0005,28,blinker:noise:28,8,false,4,0.001708984375
blinker,B3/S23,64,96,0.0005,29,blinker:noise:29,,true,5,0.00048828125
blinker,B3/S23,64,96,0.0005,30,blinker:noise:30,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0005,31,blinker:noise:31,4,false,7,0.001953125
blinker,B3/S23,64,96,0.0005,32,blinker:noise:32,12,false,1,0.0009765625
blinker,B3/S23,64,96,0.0005,33,blinker:noise:33,49,false,20,0.005615234375
blinker,B3/S23,64,96,0.0005,34,blinker:noise:34,80,false,4,0.001708984375
blinker,B3/S23,64,96,0.0005,35,blinker:noise:35,,true,4,0.000244140625
blinker,B3/S23,64,96,0.0005,36,blinker:noise:36,82,false,6,0.001708984375
blinker,B3/S23,64,96,0.0005,37,blinker:noise:37,,true,5,0.00048828125
blinker,B3/S23,64,96,0.0005,38,blinker:noise:38,62,false,0,0.000732421875
blinker,B3/S23,64,96,0.0005,39,blinker:noise:39,55,false,3,0.00146484375
blinker,B3/S23,64,96,0.001,0,blinker:noise:0,1,false,8,0.002685546875
blinker,B3/S23,64,96,0.001,1,blinker:noise:1,,true,9,0.00146484375
blinker,B3/S23,64,96,0.001,2,blinker:noise:2,12,false,5,0.001953125
blinker,B3/S23,64,96,0.001,3,blinker:noise:3,14,false,2,0.001220703125
blinker,B3/S23,64,96,0.001,4,blinker:noise:4,21,false,2,0.001220703125
blinker,B3/S23,64,96,0.001,5,blinker:noise:5,,true,11,0.001953125
blinker,B3/S23,64,96,0.001,6,blinker:noise:6,,true,7,0.0009765625
blinker,B3/S23,64,96,0.001,7,blinker:noise:7,11,false,2,0.001220703125
blinker,B3/S23,64,96,0.001,8,blinker:noise:8,64,false,5,0.001953125
blinker,B3/S23,64,96,0.001,9,blinker:noise:9,7,false,6,0.002197265625
blinker,B3/S23,64,96,0.001,10,blinker:noise:10,25,false,5,0.001953125
blinker,B3/S23,64,96,0.001,11,blinker:noise:11,28,false,9,0.0029296875
blinker,B3/S23,64,96,0.001,12,blinker:noise:12,5,false,0,0.000732421875
blinker,B3/S23,64,96,0.001,13,blinker:noise:13,12,false,2,0.001220703125
