pattern,rule,width,steps,noise,trial,noiseSeed,firstMismatch,finalMatch,finalPopulation,finalHamming
replicator,B36/S23,64,96,0.005,1,replicator:noise:1,2,false,97,0.029541015625
replicator,B36/S23,64,96,0.005,2,replicator:noise:2,2,false,12,0.0087890625
replicator,B36/S23,64,96,0.005,3,replicator:noise:3,1,false,57,0.019775390625
replicator,B36/S23,64,96,0.005,4,replicator:noise:4,8,false,64,0.021484375
replicator,B36/S23,64,96,0.005,5,replicator:noise:5,1,false,16,0.009765625
replicator,B36/S23,64,96,0.005,6,replicator:noise:6,1,false,23,0.011474609375
replicator,B36/S23,64,96,0.005,7,replicator:noise:7,1,false,48,0.017578125
replicator,B36/S23,64,96,0.005,8,replicator:noise:8,1,false,72,0.0234375
replicator,B36/S23,64,96,0.005,9,replicator:noise:9,4,false,18,0.01025390625
replicator,B36/S23,64,96,0.005,10,replicator:noise:10,3,false,103,0.031005859375
replicator,B36/S23,64,96,0.005,11,replicator:noise:11,3,false,128,0.037109375
replicator,B36/S23,64,96,0.005,12,replicator:noise:12,2,false,46,0.01708984375
replicator,B36/S23,64,96,0.005,13,replicator:noise:13,1,false,70,0.02294921875
replicator,B36/S23,64,96,0.005,14,replicator:noise:14,3,false,81,0.025634765625
replicator,B36/S23,64,96,0.005,15,replicator:noise:15,3,false,100,0.0302734375
replicator,B36/S23,64,96,0.005,16,replicator:noise:16,2,false,22,0.01123046875
replicator,B36/S23,64,96,0.005,17,replicator:noise:17,5,false,91,0.028076171875
replicator,B36/S23,64,96,0.005,18,replicator:noise:18,5,false,38,0.01513671875
replicator,B36/S23,64,96,0.005,19,replicator:noise:19,4,false,27,0.012451171875
replicator,B36/S23,64,96,0.005,20,replicator:noise:20,5,false,94,0.02880859375
replicator,B36/S23,64,96,0.005,21,replicator:noise:21,2,false,107,0.031982421875
replicator,B36/S23,64,96,0.005,22,replicator:noise:22,3,false,132,0.0380859375
replicator,B36/S23,64,96,0.005,23,replicator:noise:23,2,false,97,0.029541015625
replicator,B36/S23,64,96,0.005,24,replicator:noise:24,1,false,77,0.024658203125
replicator,B36/S23,64,96,0.005,25,replicator:noise:25,2,false,168,0.046875
replicator,B36/S23,64,96,0.005,26,replicator:noise:26,4,false,66,0.02197265625
replicator,B36/S23,64,96,0.005,27,replicator:noise:27,7,false,66,0.02197265625
replicator,B36/S23,64,96,0.005,28,replicator:noise:28,1,false,48,0.017578125
replicator,B36/S23,64,96,0.005,29,replicator:noise:29,2,false,38,0.01513671875
replicator,B36/S23,64,96,0.005,30,replicator:noise:30,4,false,16,0.009765625
replicator,B36/S23,64,96,0.005,31,replicator:noise:31,4,false,25,0.011962890625
replicator,B36/S23,64,96,0.005,32,replicator:noise:32,1,false,74,0.02392578125
replicator,B36/S23,64,96,0.005,33,replicator:noise:33,2,false,69,0.022216796875
replicator,B36/S23,64,96,0.005,34,replicator:noise:34,4,false,89,0.027587890625
replicator,B36/S23,64,96,0.005,35,replicator:noise:35,4,false,57,0.019775390625
replicator,B36/S23,64,96,0.005,36,replicator:noise:36,1,false,27,0.012451171875
replicator,B36/S23,64,96,0.005,37,replicator:noise:37,2,false,50,0.017578125
replicator,B36/S23,64,96,0.005,38,replicator:noise:38,5,false,42,0.01611328125
replicator,B36/S23,64,96,0.005,39,replicator:noise:39,6,false,121,0.035400390625
replicator,B36/S23,64,96,0.01,0,replicator:noise:0,3,false,70,0.02294921875
replicator,B36/S23,64,96,0.01,1,replicator:noise:1,2,false,220,0.0595703125
replicator,B36/S23,64,96,0.01,2,replicator:noise:2,1,false,172,0.04736328125
replicator,B36/S23,64,96,0.01,3,replicator:noise:3,1,false,147,0.041748046875
replicator,B36/S23,64,96,0.01,4,replicator:noise:4,1,false,159,0.043212890625
replicator,B36/S23,64,96,0.01,5,replicator:noise:5,1,false,173,0.048095703125
replicator,B36/S23,64,96,0.01,6,replicator:noise:6,1,false,117,0.034423828125
replicator,B36/S23,64,96,0.01,7,replicator:noise:7,1,false,223,0.060302734375
replicator,B36/S23,64,96,0.01,8,replicator:noise:8,1,false,137,0.039306640625
replicator,B36/S23,64,96,0.01,9,replicator:noise:9,2,false,67,0.022216796875
replicator,B36/S23,64,96,0.01,10,replicator:noise:10,3,false,64,0.021484375
replicator,B36/S23,64,96,0.01,11,replicator:noise:11,3,false,83,0.026123046875
replicator,B36/S23,64,96,0.01,12,replicator:noise:12,2,false,91,0.028076171875
replicator,B36/S23,64,96,0.01,13,replicator:noise:13,1,false,43,0.016357421875
replicator,B36/S23,64,96,0.01,14,replicator:noise:14,3,false,135,0.038818359375
replicator,B36/S23,64,96,0.01,15,replicator:noise:15,1,false,262,0.06982421875
replicator,B36/S23,64,96,0.01,16,replicator:noise:16,2,false,56,0.01904296875
replicator,B36/S23,64,96,0.01,17,replicator:noise:17,4,false,74,0.02392578125
replicator,B36/S23,64,96,0.01,18,replicator:noise:18,3,false,147,0.041748046875
replicator,B36/S23,64,96,0.01,19,replicator:noise:19,1,false,75,0.024169921875
replicator,B36/S23,64,96,0.01,20,replicator:noise:20,1,false,130,0.03759765625
replicator,B36/S23,64,96,0.01,21,replicator:noise:21,2,false,52,0.0185546875
replicator,B36/S23,64,96,0.01,22,replicator:noise:22,1,false,106,0.03173828125
replicator,B36/S23,64,96,0.01,23,replicator:noise:23,1,false,162,0.04541015625
replicator,B36/S23,64,96,0.01,24,replicator:noise:24,1,false,64,0.021484375
replicator,B36/S23,64,96,0.01,25,replicator:noise:25,2,false,139,0.039794921875
replicator,B36/S23,64,96,0.01,26,replicator:noise:26,4,false,182,0.0498046875
replicator,B36/S23,64,96,0.01,27,replicator:noise:27,1,false,69,0.022705078125
replicator,B36/S23,64,96,0.01,28,replicator:noise:28,1,false,164,0.0458984375
replicator,B36/S23,64,96,0.01,29,replicator:noise:29,2,false,102,0.03076171875
replicator,B36/S23,64,96,0.01,30,replicator:noise:30,4,false,178,0.04931640625
replicator,B36/S23,64,96,0.01,31,replicator:noise:31,3,false,147,0.041748046875
replicator,B36/S23,64,96,0.01,32,replicator:noise:32,1,false,195,0.053466796875
replicator,B36/S23,64,96,0.01,33,replicator:noise:33,1,false,144,0.04052734375
replicator,B36/S23,64,96,0.01,34,replicator:noise:34,1,false,87,0.026611328125
replicator,B36/S23,64,96,0.01,35,replicator:noise:35,4,false,194,0.05322265625
replicator,B36/S23,64,96,0.01,36,replicator:noise:36,1,false,203,0.055419921875
replicator,B36/S23,64,96,0.01,37,replicator:noise:37,2,false,191,0.052001953125
replicator,B36/S23,64,96,0.01,38,replicator:noise:38,3,false,77,0.024658203125
replicator,B36/S23,64,96,0.01,39,replicator:noise:39,5,false,40,0.015625
